vehicle_x,vehicle_y,vehicle_z
26.7584,-1.60617,0.0085428
26.808,-1.59426,0.00853104
26.8576,-1.58223,0.0085218
26.9071,-1.57008,0.00852256
26.9586,-1.55728,0.0085401
27.009,-1.54451,0.00854778
27.0583,-1.53178,0.00852226
27.0912,-1.52322,0.00851214
27.1406,-1.51026,0.00852127
27.1899,-1.49719,0.00852689
27.2391,-1.484,0.00854039
27.2883,-1.47072,0.00854094
27.3376,-1.45733,0.00852793
27.3867,-1.44384,0.00852213
27.4359,-1.43024,0.00852551
27.4864,-1.41607,0.00854115
27.5362,-1.40185,0.00854237
27.5852,-1.38766,0.00852058
27.6341,-1.37337,0.00851677
27.683,-1.35898,0.00852213
27.7319,-1.3445,0.00853331
27.7808,-1.32993,0.00854256
27.8297,-1.31529,0.00853696
27.8622,-1.30549,0.00853142
27.911,-1.29071,0.00851637
27.9622,-1.27506,0.00854352
28.0125,-1.2595,0.00854796
28.0612,-1.2443,0.00852568
28.1099,-1.22898,0.00851497
28.1585,-1.21356,0.00851475
28.207,-1.19804,0.00853771
28.2556,-1.18243,0.00854257
28.3041,-1.16673,0.00854114
28.3526,-1.15095,0.00852326
28.4011,-1.13509,0.00851645
28.4495,-1.11914,0.00852894
28.5,-1.10237,0.00854793
28.5495,-1.08573,0.00854577
28.5978,-1.06936,0.00852392
28.6299,-1.05841,0.00850804
28.6782,-1.04191,0.00851542
28.7264,-1.02534,0.00853764
28.7746,-1.00871,0.00855044
28.8228,-0.992013,0.00854233
28.871,-0.975254,0.00852547
28.9191,-0.958431,0.00851626
28.9702,-0.940491,0.00854012
29.0201,-0.922827,0.00855142
29.0682,-0.905722,0.00852362
29.1162,-0.888533,0.00851215
29.1642,-0.87127,0.00851439
29.2122,-0.85394,0.00853858
29.2601,-0.836548,0.00854754
29.308,-0.819096,0.00853492
29.3559,-0.801586,0.00852443
29.3878,-0.789881,0.00851355
29.4357,-0.772271,0.00851783
29.4864,-0.753515,0.00855137
29.536,-0.735048,0.00855738
29.5838,-0.717175,0.00852637
29.6315,-0.699249,0.00849623
29.6792,-0.681279,0.00851675
29.7269,-0.663266,0.00854377
29.7746,-0.645213,0.0085577
29.8223,-0.627122,0.00854164
29.87,-0.608993,0.00852082
29.9176,-0.590826,0.00851396
29.9687,-0.571313,0.00854415
30.0193,-0.551849,0.0085575
30.0669,-0.533507,0.00853382
30.1145,-0.515121,0.00849882
30.1462,-0.502843,0.00849585
30.1937,-0.484398,0.00852004
30.2413,-0.46592,0.00855453
30.2888,-0.44741,0.00855269
30.3363,-0.428869,0.00852685
30.3838,-0.4103,0.00851555
30.4313,-0.3917,0.00851285
30.4819,-0.371832,0.00855627
30.5324,-0.351944,0.0085575
30.5798,-0.333219,0.00853489
